PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_Quality
330.4419255748665,513.5042223718888,98.41040911058435,75.68743121354585,131.06351781600594,63.04210554785567,2.7473391971030923,18.304379792523058,43.58879025719371,9.797622462712424,58.11038655822952,2.411405051869235,495.327334233695,Severe
385.43362940186984,569.2264553985284,61.31821271986904,74.82199540963245,98.94398018934154,62.683483359917666,2.5661686295858783,16.578740593067604,59.161262183907716,7.147449296365048,50.770967084039256,2.544434499071852,592.0213444463195,Severe
266.35302457948995,456.3313844880395,86.0869844267963,67.87165916142811,116.58799994896394,56.41474386788652,2.7743709275741155,16.90084812198916,45.15668273454894,9.061351379929867,60.444762937864205,4.6620641524450095,432.46225565444695,Severe
275.78744240496263,426.68521094419486,56.7243156882951,55.72046436235949,84.12749028202263,53.14033333839014,1.9830698344569344,13.362892734457654,40.888130694104156,6.264556874625367,32.18081676132794,0.29906947425091274,420.9627789700365,Severe
301.5894210179995,628.3868736201907,61.54901699126125,34.9290518593224,99.77474144133586,32.981650606040084,13.28035126342907,8.980877974085702,41.9053731251499,12.754547914373346,22.80380166407354,8.535487322661742,478.62862132793833,Severe
249.41079188278164,442.4785068705304,30.92252124851337,41.4657171717064,70.34248521248288,60.66179725179906,1.1327116207112022,9.947985439983151,13.865993265980991,3.6731325871309752,9.604399672383918,27.206342524351445,463.77138957138345,Severe
326.0422717803636,498.5558885536329,105.87603162039109,72.83990462216121,136.10997752989365,56.80172731547169,2.7696449991217835,17.744421507032584,41.167898608082325,9.365622787348196,60.80896975396225,2.486269419156089,509.97179068542016,Severe
184.61900576769332,277.69726146307517,54.82855574586032,34.92186109330909,79.99649996880994,31.707753463735017,7.98840934740605,8.289984301893243,32.79859677757733,9.295562466327072,20.985220788648146,3.624226556341505,445.9129214470861,Severe
270.9889577033813,401.96209010078974,58.22545444923319,64.42206642908296,87.92137444203337,61.48734416126359,2.20186365730716,16.561471511877002,37.131221396687614,7.332161115910134,46.39095311734393,4.458365169191868,467.7815212383071,Severe
270.9695247254154,410.95476491399404,69.0308061677344,67.83488391260794,98.1614529729683,63.37552437213667,2.4361272806958207,18.008298104787578,37.584090436283866,8.09065315093908,55.352062227232636,1.540720140778986,461.99665050800473,Severe
250.84692118556458,438.3404530467666,122.89903050462006,92.67521969327976,165.10943597618257,66.93323736669032,2.8107046764905705,21.868596299518362,116.87930333121706,9.223662150959491,30.042540226865754,4.015914948937841,444.64789727552727,Severe
256.4256388941967,401.7764574596172,42.11334858505671,50.13050319176619,81.6708409964112,62.8772821622517,1.8465915989677728,22.11891136950129,73.51418165787673,5.436156146768289,16.313310753477765,0.0060435452199483755,446.1651638240413,Severe
239.55995255423218,363.00384671386877,108.95005336586216,68.97578375683807,136.54508004879327,58.01,2.891421229643232,14.505983406733156,34.219377369937106,8.371520067908374,62.68849185729296,5.322844432651267,407.68017399615263,Severe
300.01270033065146,462.43252268854536,32.021325308848226,61.290744316123465,78.16018604548745,53.13059944603601,1.8901803985086816,17.310424694506107,76.4921831012418,5.280568186392283,20.10725573754597,0.35899858154662345,453.31619317800636,Severe
273.07458843967703,407.84083061099534,64.00229772582863,64.10140289081656,92.6336362331721,61.044659835130346,2.2806871822632404,16.32900492433182,35.62450955387435,7.501717955658102,48.28743007849312,0.9692197485172516,456.2670002706659,Severe
356.055493438613,492.9299180295383,117.77488564218912,69.9032384769101,145.25770043304578,57.16520589565989,3.055438231302036,19.1294176740529,41.06146770960143,9.116902967220051,62.70825302215869,1.7987735470909831,488.39764690674417,Severe
194.6484948879616,312.8250303374979,42.39419065089266,49.73443286015478,65.45144909166818,44.76819511289344,1.6932944348779937,13.903549608256538,34.4883533007593,5.661052331087352,41.361628025783965,5.514825475149263,440.8958560235901,Severe
228.96459229691337,356.44897536318064,60.75496866224625,63.885091865439385,102.95959813489971,69.64386721383693,2.3749360944376567,18.01177553195097,49.5961585982182,5.513757834438441,17.8138761174123,0.7517312881696476,406.9728093846335,Severe
348.38732497848326,514.4639226887633,83.29291483026314,67.05228254251982,112.26865316657431,60.03418010058769,2.5794567699027584,15.56381533320156,40.09795203825071,8.947311908543494,57.192519737278296,3.132716150486208,531.5014029514851,Severe
220.18173463741903,357.6430624458364,38.71299203520714,74.63666339719623,101.5978263610831,48.418946016712674,2.6999952617130636,31.75050566935245,109.29614891494477,5.441413097582189,11.557660852877754,5.2400050701243615,445.5061431811456,Severe
248.0207442401551,388.25472670463995,42.96183024009387,59.25414345663342,71.0713055687677,54.425366010529814,1.8127940490778764,14.110244007019872,33.612535304165505,6.002445107792772,34.7246828658521,0.6708150359309235,421.2945340927991,Severe
252.1819857484477,422.55769023057854,111.03494964129787,73.49378636712663,139.8393580834119,57.46700712138829,2.944317904389987,20.08698016278713,42.175380978916685,10.500159206686998,86.51076195783337,2.9088219740681502,421.2596134354228,Severe
272.335969315015,421.938590752557,58.75225197579563,56.15361865345665,82.4529307268475,50.76347153035897,1.965600601724408,10.591555622084952,28.012969988625173,6.708960962759052,39.36337540414485,0.459366378278725,425.78408424141713,Severe
317.3567451181071,496.9127745804223,102.8033607398902,70.90063343612125,129.42073929411856,55.80013086672797,2.7955895854779214,16.719562863970722,40.0713309352025,8.304868448070017,60.052838643382294,3.1165724563417907,487.709592325372,Severe
257.5744641626294,459.0396845116076,106.49792171978187,90.7672651090599,155.6374120083787,67.72064477961854,2.8672779256675733,31.26610864630792,118.74908113976835,8.984380360844685,26.676670610367808,3.0695218377247944,444.6819481416893,Severe
278.81625550778244,467.5508323840692,87.15162133017469,90.66198946451507,138.53319614256526,75.98251902309768,2.5012199254433534,27.317192014772896,110.83871661359508,6.8953935491066325,18.385875357977035,1.0558590307635956,454.1396444970887,Severe
312.03491510920657,444.42543572650465,41.345180753175796,61.060357909345,67.72797358535854,59.64246381926997,2.140938178200595,10.261842004269328,30.966348484900173,6.787565077162262,39.28391901776207,1.1910574813155963,454.41449742792463,Severe
386.03033220550384,574.847776626277,77.73964097006616,74.01864399804694,110.5714193033046,60.137566197230385,2.7807005324219034,16.701401064843807,48.155237050141814,7.969390711044161,59.934990499681064,2.975701091264193,587.532717592329,Severe
385.68119202147744,560.7810430732164,62.67615581866271,73.60456029866694,95.40167018673321,50.19028471508828,2.5410426880025483,15.667235840033976,44.19430613362356,7.0936808960008495,53.629458858760394,2.2449242027085727,558.9057621350039,Severe
328.49785123548753,507.8218826361526,91.564269770322,77.2964723334401,123.91761191094135,61.53445606017394,2.6635808922318853,18.392546429229593,44.329390005528595,9.17604767393136,56.59832873871246,2.389363392692601,480.77983917711686,Severe
336.4176268143727,516.4298683901186,102.56375674114963,76.8826859459808,136.4578719371729,63.125372072806975,2.845902900939388,18.526079843650194,42.63343923049876,10.171805801878776,60.13856618050551,2.389872959570565,503.6361160375755,Severe
262.77215428727743,398.917055633628,43.83148649108345,56.80157330175927,77.03691555791892,59.57477509689339,1.8700532650332544,17.183336940995506,50.306461785149146,6.195772342982191,30.265877909757535,6.78847407013515,466.0159795099764,Severe
383.67632938084915,515.5525610888242,100.94795729754576,76.60289520098179,131.15146064175872,54.192612524365146,2.8556702397951224,22.409605952664126,39.19116917369283,10.086449688923674,57.327460525033885,2.183349037589813,489.584154569254,Severe
285.2795628358448,450.9220151125257,94.4396721870867,77.91008559493801,121.76646877773793,56.08027564536968,2.9766159704973862,17.88272338752129,44.80759499511424,10.030204376457805,79.18403524120616,2.563231940994773,431.46055129073926,Severe
344.4890512589988,489.47926777129175,107.28945601240696,67.53290817908041,134.40427889271058,56.401891202481394,2.9127659307254428,17.904822629122762,40.56056748633483,8.816312092366077,60.23645383835937,1.9862648437016457,500.96217595037217,Severe
232.2225257376735,372.4061692875776,42.54231547465403,79.62253668698763,106.1568707577062,47.49542958369664,2.435872408988061,30.37980108691893,101.51945960982442,5.9507805190731125,13.780596739243213,1.996604145619103,427.2911813272996,Severe
264.7420301545468,453.6012506680465,89.58836314324165,66.6592503816731,121.68430887770086,55.637041001333245,2.751173500222208,16.765738771540427,42.456018989778435,8.928449201599896,57.6539998568133,5.388863127437418,430.7652999555584,Severe
393.9321495975503,556.8712893552787,103.95058982815183,78.89787970862893,137.8091458065006,63.04513873551034,3.2484265856406536,17.71552691363472,44.536284044991284,10.170559513843925,71.84867475048209,15.224813741546965,551.9284811654843,Severe
256.8622641505163,447.62074901986733,127.8933189441556,95.23794547841518,164.91370022723916,66.303654339161,2.9479214901828605,23.313408631925416,119.17768496056291,9.278145297572609,31.568068332032983,3.8504476147794913,447.6747387540337,Severe
256.41348812591997,395.2155375291097,33.36642851001752,55.77634500742476,84.39784345402401,47.18807564290391,1.85663985788178,28.824051248932772,80.12596986914329,4.007661621768847,8.022383136500528,1.846231850692696,420.92076258151536,Severe
249.3708713764805,359.0410652579634,38.696180724826654,51.307052101307136,59.844179397294035,60.815333125263436,1.753911609107289,9.207948542680864,24.370888515734645,6.080025064893258,32.34785288991537,0.6568390497144417,439.6826517267812,Severe
246.38230552796563,440.60995930364123,99.68281280637571,86.53695728025566,157.04415985385398,68.72399519907322,2.6228887555298117,27.701119757611107,114.55165966531507,8.91683463358434,24.409741392589638,3.4631713675741533,439.4277811117547,Severe
328.2651486972656,507.14171580674684,90.74479802007583,77.4890719399049,123.06225859017574,61.35399286726719,2.653555159292621,18.403099832323555,44.41803859151787,9.101646182118927,56.41733787565101,2.3867250419191106,479.03852766661316,Severe
371.26033236499603,545.3976746471095,77.46458471361434,82.466245989818,114.59345521617789,50.654352068570006,2.916312295571069,16.248637883651405,26.671860350256097,8.207076405796055,65.22289044132742,2.151362116348598,537.0,Severe
286.8749795262465,677.6189268110877,39.67610731042326,30.94177807889725,69.6412869332155,33.19969531580822,7.811105044970608,8.051800818103343,34.3935152314575,8.200027282813334,14.337353338471653,4.801418824844823,462.27103228374506,Severe
266.97799010147264,403.58264176016297,69.22127749097258,61.93031307220573,94.48214616938179,75.37872380699372,2.2916157653279745,16.460589121509866,30.873257381788754,7.275634913399503,29.240242533997744,0.2122929630219012,418.7430987673967,Severe
276.5849704350714,426.584888058096,43.673987298928346,54.712349522482604,63.55752784230192,58.607985209354325,1.8983864827340409,18.68065362824117,71.74347517751984,4.8604762386695946,13.421098196045403,0.10991341115098266,418.62534323739783,Severe
211.9639998656739,325.62190002365423,34.06543735665645,45.65424212121666,54.78053684182922,39.7652381036376,1.5469525488764773,13.183384191913898,36.47514474908329,4.348560530304164,31.67687654367896,0.4829708805793471,414.0229711632527,Severe
416.3051170948793,568.974360103276,60.02986812632598,71.53618683874687,96.64107903229294,55.26631363297018,2.4681736997671524,15.1616190079968,43.56928466039462,6.597709142625308,45.960386816473495,1.20032528191077,532.0,Severe
265.89833796871346,420.15057343917084,123.62644201286228,104.603141017451,164.1351977309239,74.54239077044927,3.453063172539661,24.7012841789708,131.47519617160108,9.044150205332622,29.39654136561259,3.8290909445300634,431.37351847993597,Severe
306.0143851042134,488.0279505843738,97.25886077412042,70.78201910856365,122.84192089943609,55.88478460649671,2.8030195085100478,16.44798089143634,38.68711798426853,7.522431586899371,56.88285970759672,3.3659015242415236,464.61765097986654,Severe
241.518539876056,388.6732125029615,80.67850926206428,74.34238220055346,128.54648616613264,68.79839032813865,2.3382476209826195,24.81570571303039,89.0812675674823,5.771485048596951,16.374130041654528,0.3671329879114472,429.2566832605107,Severe
249.2930874964444,452.4697667883913,91.46221848856402,86.71121638112612,149.67717060964839,67.88400736152232,2.662060494522389,30.545739954834012,115.65589794887563,8.541650885066325,22.391209890447783,2.661455549298498,448.5595476263686,Severe
335.0121868290305,499.3924550765509,89.89769658567033,76.07563672269431,120.78745674425508,59.60081482369256,2.6915308627179058,18.473626102239926,44.00095239522018,8.606430335440487,56.27080421821937,2.190507939123701,472.3513226879103,Severe
277.2935303048889,421.5701249328617,33.069992831371856,54.04728389448752,4.786110925492054,56.5342617795941,1.5409302719002265,12.838140302054414,68.34939684157598,4.121755023324261,10.446365020489786,0.31328760779365017,438.14376160408165,Severe
268.5614563420451,430.7700182111112,116.38758851436334,72.85353343344984,145.2615415891605,55.59826970549757,2.7704546114595563,18.859108988192137,38.046449807549116,9.481818445838226,67.95404122613293,3.178897715408272,411.9615328764991,Severe
274.5481228662412,418.50641312707853,61.7428782717636,59.362703290469,87.28681131392504,54.874526791834754,2.093571699524936,12.787844413509411,31.12906008108659,7.033929248812339,42.996739804067566,0.6370897666567612,438.02324070368127,Severe
272.5037526953577,463.7146693580052,80.27567206542045,71.1401542467808,107.25162479246822,58.80575673236564,2.8327942848088563,16.930529771213063,50.55072066796536,9.261577946636999,67.09594762911792,2.486973070537484,443.63649014515573,Severe
306.0460665846748,488.0737701309863,97.26771467933462,70.78426194131686,122.8449269998802,55.88346943755242,2.803465726544716,16.44573805868314,38.68560319146662,7.521468695350878,56.896504585393664,3.3678625350780917,464.6000371100769,Severe
244.27430341953212,337.796995054147,44.8999377137349,47.76582991675642,65.11145356728808,48.32668174290882,1.8052466430938767,11.156269210459303,28.359264922575736,4.874358821951555,38.78370449826552,0.5148613418758767,417.909418136272,Severe
331.13515599236774,516.0527312649695,100.96488205096657,74.9205384997142,133.76611392561034,63.52259985832658,2.82479213430436,18.237469802622762,43.294157547699434,10.055579872801516,58.57795766305479,2.4467598741174204,500.8954128909157,Severe
320.8790670537565,468.61477888158,35.204901343577035,54.1709788345613,62.15294367445444,49.444398015462895,1.9445718137178825,12.798679878284075,34.59762991798364,5.712814041686831,35.998558277702216,0.9582485373242884,474.551193073194,Severe
195.24319177856012,334.24994965403715,60.04334349269161,57.57048704732613,86.23736826195923,48.91349730992262,2.0094700994341297,13.824764053590473,37.79701743613618,7.0885919833267055,43.472548472782144,7.445730486458875,435.07065340878273,Severe
322.00909175732943,470.21157157205016,36.98445429362285,54.3005412721008,63.67337174942125,49.5619480415749,1.9711707247359251,12.650240794215643,33.863156762130586,5.918741094729742,36.999878573123375,0.9367978026323184,477.38269005253403,Severe
276.06237979064446,427.5142529071741,51.72891488075191,55.339781828338424,85.09188603487601,57.05713363287361,2.016908281925474,17.91416391897625,59.909567977357064,5.6258561786566785,21.855860477489763,0.1510262665760514,415.041050663042,Severe
387.3355974352468,546.9296615504527,111.61802985157335,80.00351071561741,146.34766902288376,65.1735361551316,3.283219765880168,18.684034488913746,47.01462282797839,10.806617289513119,71.48951647936391,13.858070104233589,542.979261595509,Severe
319.01732649906603,492.2869150581142,106.2082272905498,71.67406848887256,135.03979941386444,56.57946239225954,2.731847128797106,17.413400647275008,41.311057966333664,9.20796953421458,60.7909552503045,2.453100835343573,506.90275005482465,Severe
326.79,502.4729798740296,78.5135063232251,75.91911506004479,110.16255982435864,58.7979054719081,2.492751980612539,17.374960658404206,43.66515349129557,8.316941307451327,52.30326932635788,2.0995705762239103,466.26818595611365,Severe
257.28844175781694,389.90004635094454,77.05075015175127,67.1070164662754,107.62065541579844,86.45697316642685,2.4660924984824875,21.01980300848613,44.511161208059455,7.176624517311584,21.735573084421464,0.07826590771135218,418.9121366119566,Severe
235.8751540850684,369.7457499561104,64.53179686128452,64.95877628469488,104.41034538760292,67.90557339985415,2.3633327506394184,17.702975126464263,47.66645347563809,5.903865690738662,22.927289341628843,0.6796563604788052,408.4211078341604,Severe
133.78498595523087,511.0222374500682,11.024008309577352,25.870886851328866,30.72854390224593,28.635040611000942,0.7152278859472505,7.48576002444105,45.36134518940706,3.405038183299649,6.649322411411477,0.04191672505115882,531.0445922606929,Severe
330.6275930841968,514.0469103980265,99.06424503346399,75.53376082600492,131.74598274259185,63.186092595907716,2.7553384775504286,18.295959497315334,43.518059777448826,9.856985543926868,58.25479462104197,2.413510125671165,496.7166829429692,Severe
247.1409964784261,381.830255931628,45.693148880012046,56.07414535843812,70.98701466499116,54.89733669494309,1.9500882863554776,12.281383152902489,27.725509696678678,6.616241316038307,38.59281044898272,0.8660941721125098,433.7973514093357,Severe
314.7485730820266,500.4381058013138,99.61808410089098,71.46368688819184,123.88947967407059,55.745400250805396,2.9164454839168408,15.921188455431526,38.417200896975906,7.340328639645361,60.415314654954564,3.84293147513277,461.0409654243537,Severe
245.54127385347283,386.44216693394753,36.599188713782155,60.517698289686955,68.6164860888377,54.466520943476155,1.6680335233681172,15.66628160319532,44.43611135832975,5.20987328028789,27.612326494134802,0.4070707336164141,417.9540060770057,Severe
321.55939540758857,501.6597203838951,91.4349544852873,75.6311998630072,120.15253580661944,58.251144871967796,2.728420169646815,17.375222294611554,42.17384565170548,8.059541119031309,57.44697175899082,3.003377139899063,464.6443595237136,Severe
269.9453876887172,415.6020698699832,108.67093855215744,77.36860409652284,141.34936941776914,53.08201384761573,2.595603148665916,18.94524031160945,35.13403401427761,9.042533540349153,63.70018012757611,1.5949656697700794,406.5344882060743,Severe
263.4543159689051,449.3697369494702,93.83408088402882,67.01030395625065,124.62416684045988,55.45535780855098,2.730195215402689,16.909240886558834,42.14811257235823,8.927201739853569,58.423015741842384,5.331778686793798,429.5596520292865,Severe
319.8359760809972,501.2741277679216,93.37397398425101,74.6167734109478,120.98038518643361,57.6057264072379,2.774027898417878,17.014506621604053,41.249252604801185,7.871581994399048,58.16425694784482,3.212067050336353,463.538717614112,Severe
203.47420125354992,321.3110957558712,50.533177729046145,52.89532488715621,74.05155453611364,48.59845251031871,1.844521425973748,14.337397533531243,35.57917094144999,6.243648116456241,46.07941432177118,7.361778071318728,442.135421524375,Severe
235.4951480559277,372.5427156926986,25.876729321868037,58.532362866561186,71.90221349005529,51.282416939686826,1.728454802971804,18.057174870714487,81.3800077420137,4.174460468351492,10.905101724815767,0.029591810401313926,447.4635591084588,Severe
244.63203723424,438.43666793004036,108.13408571677569,90.65146524709878,155.17992342614158,65.49732022012721,2.669410749196325,20.24800030076834,114.91975078951691,8.477928238435053,25.59098108211165,3.084677975262753,460.2892959189258,Severe
186.520191741663,316.77781585544193,32.38688112455532,46.86053450442915,54.4217685424868,36.64713234929168,1.4696071354172475,15.171343622947587,42.650615357473434,4.633805704705722,31.522677212774106,2.8998429845397813,419.7082247475029,Severe
411.15147773465776,598.5293631886534,60.93304179314612,75.31287492360484,98.336394466633,61.78659801310923,2.5435195430281548,16.184784125172815,57.55547654278398,7.084647023469902,49.05372640268058,2.420401082835922,609.1696331799029,Severe
312.3195457189556,479.275406170922,110.3119203831106,79.74272202127098,139.01343261715002,60.35568325406435,3.035527754832352,17.045679589068875,39.1959808142116,9.22789142400091,68.24900283896014,2.4571844931173503,473.37689792795646,Severe
175.49881522423397,294.41229059341373,24.73452819695509,42.876050396319755,46.79126966653586,36.4574493037757,1.3651679013141216,12.962202995573302,32.12153896029858,4.396958308341287,31.12515600329136,1.5073784668691883,438.20629427306665,Severe
178.24769811479698,310.950881646626,25.190460748471146,43.2966763334416,46.758232333820274,31.20879563549615,1.6554830659126365,14.983695474574766,44.34371329559685,4.175487521168156,24.639127346212828,0.9068254610097864,412.90494204051436,Severe
268.60513507159834,435.50125457554566,109.12477694355984,72.56619870949058,134.99201343280131,54.89564834848514,2.766362157883335,17.79270138405811,41.200114658542795,9.373238408213071,69.06424740338971,4.14450550504954,425.39063541941437,Severe
319.0246415572483,194.44499660095937,38.31627558823379,19.88824225737453,53.75544972480411,23.356635643960733,6.1385782038702255,5.8932339672516,33.500233035746525,6.725916323877769,14.345823783340604,2.752315827075061,467.2836590854772,Severe
169.17293320073725,306.87228843809464,61.8629795611273,63.57610558538894,90.36806019955357,53.35791919914796,1.9250729116945902,15.375419925084982,35.265663931982985,6.9040283280301535,33.664994364887534,1.7368150656330714,412.47181715725236,Severe
245.75277138689628,367.1251495045582,107.09804500001894,70.95759918995616,136.07363298369137,56.04929218533171,2.7452172319359014,14.803865139850476,33.07964792540298,8.083576777388725,57.55289514569257,4.576003770404721,405.78014976688434,Severe
264.7126975700499,451.3967720594985,88.5753346841778,68.14548423303745,119.47487431532008,56.90123473960413,2.748076800696514,17.12079346209019,41.60417312805818,9.060393549154464,60.81290121105028,5.004588950447063,435.4233583980173,Severe
357.56767571694206,508.2185459387878,78.93096184887848,80.01613963690251,119.1447904549559,89.65852729167597,2.329113024218422,18.32582149740294,96.68824105152115,8.154883975164717,30.86918221778697,0.05453218546894688,470.27095806252623,Severe
330.73124860475866,482.5365023944237,50.72003007309764,55.3005759599989,75.40887815309982,50.46926428158842,2.1764758593375246,11.504505688213166,28.19408594861544,7.508200201322774,44.728623478931986,0.7712291456955443,499.23775276818816,Severe
178.7315178672648,308.4256922879625,27.441096970493284,42.660715670860355,49.28225586175496,31.24668513418339,2.136388241558393,14.47539327680131,43.46700858751051,4.564292069235695,24.361659632749337,1.1131775000141468,415.4114781075165,Severe
375.5016222323121,546.1828524347177,103.47331414450164,78.48653500659223,136.0900836158529,59.095545169579104,3.167371044382553,17.15953107048201,35.9344776173465,9.538052467341991,69.98193949731595,2.4829462206212667,559.4882767620503,Severe
242.80885489694427,375.83102177800794,52.50055223850018,62.92816715348521,102.2904400703532,44.6737224157696,1.9661863677776727,30.430733394072533,112.16049926298516,6.428117840420959,15.148122780204806,14.000677948665595,420.39911253439203,Severe
248.70473570711945,384.23174765630966,44.20833950394403,59.8287604852528,94.53627167353544,45.76337523421454,1.9187118673889925,29.734440721705226,98.27759893503824,5.379157450880598,12.0600195644459,8.733269096016793,420.625181583862,Severe
273.4148800854664,422.39682720999537,41.67254832586541,57.120561344219595,74.81997184085333,67.7363125245189,1.7323637958814109,11.729326019193726,34.633647684933,5.448135381059762,29.51276781662241,9.972623077186524,468.61173157747453,Severe
272.4436865025334,402.59773588982216,63.47801169467576,65.20169816447324,93.07245293333773,62.650261305176706,2.322539915031565,17.571146603869806,37.50011611199147,7.5598403562417005,49.64737305417072,1.102844702871198,466.86211885152085,Severe
289.71022640175636,426.0263554631678,79.81252791915013,67.40785258256355,103.8636734440604,55.278540798584935,2.5358772191324435,17.57528126884267,43.84338569368529,8.56119190057955,53.63514262744176,2.231975363431104,477.94888289671104,Severe
317.4980716379028,574.8304618477912,74.32710347422447,49.731782735154354,112.81257959080429,42.160240852993134,11.22457749786634,12.156692741449033,42.72035640420627,12.553562970878202,34.447041894519,7.485011412296713,470.73896193429545,Severe
464.7491884977157,609.8298082975832,56.04476096700815,68.50145753856178,100.03939986191895,72.71510713000136,2.4213747900371327,15.222817582259133,49.52354594450634,5.888525664408858,36.90299782564816,0.6567379458159266,532.0,Severe
335.6624311267545,489.70220313480337,57.30201157756103,56.68607854493993,81.88007510208412,51.79356247937045,2.2714999385204324,11.553402438471347,27.79449735637859,8.092467561463204,48.08024006134866,0.9801285245558278,509.14999385204317,Severe
259.23176730452803,387.5134232435528,73.53975724984848,65.41713868291697,101.38297247565208,88.69692229246884,2.483376243901543,20.014341731686265,34.13448496971432,7.4378467072924375,22.602656573080484,0.1,414.0892335364622,Severe
317.22509623100683,451.50104604695764,41.51264046865621,60.254658116026285,67.22742885582046,57.562788262742785,2.1652368914925346,10.000517206697717,28.879146415056066,6.934625703768617,39.858633086212414,1.0283978225932953,455.5349017574608,Severe
280.196643625706,403.72803796527006,40.996734860853955,57.71101372876677,68.34345528486196,60.2624258858898,1.8289383466229985,12.29817159696183,41.67896169224837,5.6462252324373265,35.721774950361464,1.7509347831112183,491.4532608444391,Severe
270.64669481320874,401.64398694404105,56.64782385664918,64.02665212537761,86.28656581367935,60.97837911046569,2.164818732723768,16.264306790762404,37.03780376078168,7.245991400031373,45.42134248259603,5.2427511810228165,468.66737813051856,Severe
218.82697554900963,363.25231458685636,28.64776313562409,71.05452288239152,89.49314824633173,49.145287922901844,2.4937015460312923,28.52345199404337,99.28152195815788,4.5671842090416055,9.900643345295165,0.9325866849484328,450.6908049518137,Severe
368.97264704440056,528.4208564770345,89.93768726412296,80.15521930165144,125.73503178897109,53.72711837917262,2.870717070021581,17.773863469519576,39.6612255504844,9.23368964488728,60.4876138662014,1.976023457642684,521.9965235073541,Severe
276.86161242887164,461.83319741861635,93.36991661169536,68.96022241980876,124.31431886802119,58.36263209522782,2.7432993546540683,15.838656130786353,41.54522709498932,8.462715483532458,58.08164983031619,2.9046061284014,465.68211291168853,Severe
219.3576761362507,357.36148352254537,32.665135682924856,75.02140618908956,97.3636341811236,49.93808731722471,2.7859808815573013,30.88113996017014,101.73522898617502,4.810847767097589,9.697412755298185,1.2871413894484962,450.6562419735465,Severe
376.2590108626474,543.756153179001,118.96601750935898,74.31781092850453,148.00913734072154,65.25810658850182,3.2757645532106694,17.575055402218812,42.888099561942134,10.406329387483726,71.84689584227397,2.8051170207386984,572.8402248499096,Severe
274.5695624755789,461.6620510565284,93.44541010843427,68.78131509372106,124.76639173508195,58.55226981873888,2.7788381890007123,15.538408791636975,41.92362349031885,8.545103542990736,59.66402598605272,3.1225576096098977,462.72200790078386,Severe
254.0219844533644,365.0088761485016,34.34659839540605,55.99174683740012,74.00417372051065,56.19406235297705,1.7377415442318334,13.282298426464727,66.04606831188381,4.55442842558711,12.86251316084465,0.11065220382699943,443.77415442318335,Severe
256.469834426619,393.6613913630923,46.69733244298608,59.21979265619557,74.48669113291581,55.046844356629755,1.9593522637107592,13.643599248964556,32.25850682294557,6.7109349050601255,39.574527727805695,5.497504945356966,451.7986605494304,Severe
243.2811583973629,345.3324528950299,47.86732168482684,53.20464271764021,70.9999008999588,48.322835115403386,1.8703608684338928,12.023170719816866,28.687010692420287,5.427010692420287,40.029124722969364,0.4013145455796459,422.4123744949148,Severe
355.60882284431517,499.2270577983042,48.99058578664423,85.18176525755446,117.96117647404483,71.52588074839109,2.6823529715944816,19.578823678736548,105.54588319289309,7.525294045058622,19.19470477970004,1.212941273255169,480.8823537707586,Severe
336.22537992834026,504.42733590815504,126.84229250620388,76.82177112430318,156.8878049205329,57.77668391488342,2.934034633818857,19.84885499664329,42.88603192161182,9.876338201567462,64.81324952968589,2.314101189249536,484.63382015674637,Severe
356.54204600216406,521.2163202732183,77.88720716847719,67.37127439547788,107.53749770890262,60.273606639035094,2.5763768427466105,15.201269191165233,38.82684964989822,8.85938497743218,57.19306379893346,3.1987308088347666,537.0,Severe
251.3693144433191,379.6560007424597,70.13671863141738,65.19580283781576,102.33371053756409,83.88789802163343,2.463254803437797,19.541487880788225,38.6743849743471,6.884507094539412,20.575421446358032,0.1,411.3225354726969,Severe
517.5910990045835,654.6420024757748,51.716766183661655,65.42382961526883,103.78153770978494,91.60801706981647,2.37,15.295999609088174,56.53012321470396,5.138921192527599,26.93369402169032,0.06015383613046595,534.2306238917563,Severe
320.07292409451605,466.90197172315584,34.51442715605952,54.390707881903104,61.54790062346726,49.768507755753234,1.9403183353144624,12.747207510735615,34.733069151647605,5.656526532592272,35.62496307707132,0.9735889861963348,472.0578911234621,Severe
243.61945102325626,383.4727487639429,51.88185149056326,81.26034086157777,112.06851512255936,47.741153228337915,2.1161164326693385,28.300409012200646,95.89296620004734,6.788395360383393,17.1753463565238,2.3500460623753754,406.75515844372495,Severe
254.66148753562192,398.16,39.08760138395054,50.50401562482399,81.22465437140261,60.14393016512793,1.824022960400092,23.53924400622889,73.9339057132076,5.10189912339162,14.593001968356134,0.0,444.96555939986257,Severe
256.96195509418646,398.16,33.88989225581304,53.02586709069811,81.49897790872097,52.56875038023123,1.8336483476744203,26.576053691279608,74.73281285697689,4.221176187790543,9.98244146395268,0.0,430.5274784883696,Severe
369.1103481656983,541.8653660250424,77.52631959074773,80.26123722611881,113.56275118055949,52.05949155462788,2.86665598135508,16.095642753364302,28.447409099114317,8.3023628465889,64.04992777579297,2.3043572466357007,537.0,Severe
226.52760953830872,359.3865755499192,53.47730030630078,71.39748954206195,109.06758348347721,45.4746309953571,2.3624032636185928,31.70349918860512,123.51347268279673,6.915707266475764,16.254035611179322,14.61993463743276,432.25886224326126,Severe
